rc_number,company_name,registration_date,first_invoice_date,days_to_first_invoice,bank_account,address,invoice_amount,director_bvn,is_fraud
RC512997,Abiola and Sons,2020-03-16,2025-01-09,1760,CRJX98424818850744,"25465 Oyekan Views Suite 483
Lake Angelaborough, SD 58664",3285669.41,47864741181,0
RC969025,Okafor-Chukwu,2022-12-18,2025-12-14,1092,MVVN80056889923503,"885 Deborah Rapids Suite 923
Gabrielburgh, MA 62931",4217760.72,55815448050,0
RC323726,Okafor-Adeyemi,2021-11-03,2025-12-01,1489,FNWE64645449193803,"8028 Andrew Drive
Nathanielfurt, AK 95469",120640.09,70125359291,0
RC765703,"Okafor, Olawale and Chukwu",2025-12-30,2026-03-20,80,CSYI37160178830073,"92890 Comfort Street Suite 984
East Joshua, TN 77338",411265.76,05637459011,0
RC309335,Oyekan PLC,2020-04-09,2021-04-16,372,AHOR53323484030599,"599 Adeyemi Mountain
South Cornelius, SC 68933",405214.37,69863279985,0
RC373103,"Okonkwo, Adetokunbo and Abiola",2023-04-05,2025-12-31,1001,WQLQ34825188858497,"1961 Daniel Ridge Suite 742
Oyekanshire, DC 90551",3186127.0,81841758438,0
RC396894,"Eze, Okonkwo and Oyekan",2021-05-11,2023-05-12,731,HRNS96922790948603,"2613 Obasanjo Brook Apt. 486
South Joyfurt, AR 55184",1930030.49,79134098451,0
RC965044,Ibrahim-Chukwu,2020-01-28,2020-05-20,113,QRKZ29461163989678,"4510 Oshodi Parks Apt. 208
Elizabethview, WI 14608",3690950.97,28522438062,0
RC995815,Uche Ltd,2020-06-08,2022-04-03,664,BUNI23703616708965,"8276 Okafor Loaf
New Julietfurt, MN 72133",1221834.88,98338436550,0
RC121265,Olawale PLC,2020-02-19,2022-01-27,708,AMYJ80228321435940,"300 Chukwu Greens Suite 582
Nnamaniside, NE 85696",3561651.54,56093500159,0
RC924803,Ogunleye Inc,2025-08-13,2025-08-14,1,DGLL21936581063507,"87239 Abiola Valley Apt. 693
West Samuelland, CA 75997",527088.81,81268027747,0
RC547090,"Chukwu, Ojo and Ogunleye",2020-01-21,2023-02-11,1117,NUZP46844911031307,"414 Deborah Parks
East Charity, CA 49353",1738758.07,05081975778,0
RC999303,Okonkwo-Oshodi,2019-07-31,2026-02-15,2391,SKTX83491293325579,"3005 Ogunleye Forest
Port Simonland, IL 76394",1819159.04,05950663865,0
RC539294,"Eze, Adetokunbo and Olawale",2023-11-03,2024-12-06,399,VBAN49908379691566,"20260 Adeyemi Plains Suite 758
Adetokunboburgh, VA 39026",4754999.48,21029954191,0
RC624520,Obasanjo Inc,2025-03-27,2026-03-12,350,CCUQ94250265847367,"16632 Emmanuel Gardens
West Andrewfort, MO 71764",1324933.81,85527929047,0
RC809194,Oyekan and Sons,2022-02-16,2025-05-05,1174,TGDI04770478626802,"2957 Balogun Stravenue Suite 779
Charityview, MA 42447",3242396.07,84254934777,0
RC815010,Chukwu and Sons,2022-10-12,2024-12-20,800,GQIR07419703054279,"1529 Deborah Orchard Suite 555
East Deborah, SC 56393",4791456.37,14886474478,0
RC372004,Ojo LLC,2019-08-29,2026-01-11,2327,KFYG97494309862610,"96827 Uche Spring
Ruthton, SC 28984",2703348.76,17006013811,0
RC553630,Uche Ltd,2019-04-29,2026-02-19,2488,BPIK52501275481700,"PSC 4024, Box 5151
APO AE 62170",4796266.6,76574792609,0
RC747087,"Eze, Olawale and Nnamani",2021-08-07,2024-10-26,1176,QHCE73604890317575,"2839 Abiola Ports
Peacefurt, CT 15178",2585383.58,35410016361,0
RC762150,Nnamani-Chukwu,2017-07-26,2022-05-29,1768,WIXL20012139813705,"Unit 9376 Box 4720
DPO AE 14674",1274817.18,75990121387,0
RC255991,Uche and Sons,2026-01-30,2026-02-09,10,YDIO01215816735003,"5169 Oyekan Lakes
East Benjamin, KS 18427",704120.19,22092669535,0
RC984549,Okonkwo-Ojo,2024-05-13,2025-09-25,500,ZKSP28870219685096,"31365 Joseph Courts
Deborahchester, AR 52979",2308121.19,59457594687,0
RC992258,Uche PLC,2020-08-28,2023-03-08,922,UDWJ70154974340989,"1936 Angela Plains
Port Simonfort, NV 95779",1558802.27,69164821563,0
RC849833,Abiola Ltd,2018-04-21,2021-09-10,1238,WAKS66624789723772,"USS Balogun
FPO AE 70942",2459482.58,22258000975,0
RC579661,"Obi, Obi and Ekwueme",2024-04-09,2024-05-16,37,SSMM45643846717297,"51849 Balogun Knolls
Davidshire, NE 09729",2357756.56,19113164762,0
RC748390,Oyekan PLC,2019-11-16,2023-02-02,1174,YXLR39483542432961,"11691 Okafor Plaza
Adetokunboside, AL 52903",4865039.71,44254590990,0
RC778222,Oshodi-Uche,2019-07-21,2025-05-05,2115,QDRF84244199129856,"89462 Ojo Junctions
Markhaven, PW 69166",3130847.85,01420350987,0
RC834599,Okonkwo PLC,2025-04-21,2025-09-16,148,UXWO32641874488646,"088 Mary Pass
Simonview, UT 87274",1578523.53,18614846112,0
RC991200,Uche and Sons,2019-03-15,2020-06-06,449,PSLX28005685850389,"PSC 2481, Box 4395
APO AP 77129",2611358.47,84933194582,0
RC361290,"Adetokunbo, Okafor and Ogunleye",2016-08-19,2022-07-18,2159,FPBH88743219905130,"850 Faith Orchard
Port Charity, NV 95238",2574347.49,00526467411,0
RC508311,Ibrahim-Balogun,2016-12-18,2018-05-27,525,CYHL32702664651382,"25167 Comfort Harbor Apt. 834
South Johntown, KS 73452",4973900.46,67929739731,0
RC449018,Balogun-Nnamani,2021-03-19,2024-08-08,1238,MGJJ25635342714819,"Unit 8361 Box 0371
DPO AA 39551",2200320.36,14211854620,0
RC627233,Adeyemi-Eze,2021-01-25,2022-12-17,691,XZCL34070218350323,"673 Ekwueme Island
New Blessing, MD 09134",2843270.14,52198011661,0
RC933896,"Obi, Olawale and Abiola",2025-02-11,2026-02-17,371,TGXO02011394610223,"257 Balogun Knoll
South Patience, MP 40954",388780.15,06753903732,0
RC937889,"Ogunleye, Ibrahim and Ojo",2023-11-04,2025-09-18,684,HADH40191482897450,"353 Oyekan Parkways Apt. 757
Port James, MN 73864",4431897.22,81357471533,0
RC349348,Obasanjo-Adeyemi,2017-12-24,2026-02-19,2979,YDXS57538052746485,"4988 Cornelius Heights
Okaforbury, CA 25127",3215093.47,64348319172,0
RC514887,Oyekan-Okonkwo,2023-07-22,2026-01-11,904,RPSM66175804157720,"7661 Ibrahim Mission Apt. 503
West Sarah, MN 71536",3798878.7,63900771796,0
RC523683,Okonkwo PLC,2016-12-10,2024-09-27,2848,YZYH75934894383469,"81045 Victoria Springs Suite 387
Joyville, WY 75797",4146771.8,11370018639,0
RC921411,Ogunleye-Adetokunbo,2020-03-27,2025-02-20,1791,KORF41706222353206,"44337 Elizabeth Brook Apt. 001
East Juliet, CT 22751",1457245.18,30020140384,0
RC538681,"Akinwale, Balogun and Adeyemi",2024-03-15,2025-06-09,451,QMUH80676837931159,"7864 Obasanjo Points
Port Peterland, MI 84131",1682068.5,44032639676,0
RC243016,"Akinwale, Nnamani and Oshodi",2022-03-20,2023-01-04,290,QWCI22041823470593,"7993 Chukwu Streets Apt. 467
Port Stephen, ME 02139",3434750.92,39001616299,0
RC837265,"Balogun, Oyekan and Ibrahim",2016-08-22,2022-02-12,2000,LNBP00036099442945,"2179 Peace Corner
Stephenport, WA 82572",1980827.99,30313294208,0
RC434534,Uche-Oyekan,2021-01-02,2021-08-05,215,GPCA94247468630835,"24953 Hope Valleys
South Ruth, VT 45920",1584397.67,67544355786,0
RC924419,Eze-Ojo,2025-02-04,2026-03-23,412,SSHN78461228997208,"7818 Benjamin Trafficway
Okonkwoshire, SC 43671",1930232.58,86351845205,0
RC279347,"Nnamani, Eze and Abiola",2019-06-08,2020-09-05,455,PAKT89237777604542,"24719 Akinwale Mall Suite 881
Peaceshire, CT 22565",3425378.44,05405089367,0
RC612355,Adetokunbo LLC,2021-04-09,2021-08-31,144,KFFF00301248268990,"32003 Ruth Light
Patienceview, WI 42971",2889447.07,83703296756,0
RC365570,Obasanjo Ltd,2018-05-26,2024-12-02,2382,VFWF55521362993912,"12805 Philip Heights Apt. 768
Markton, NY 93256",4391786.06,29210081178,0
RC417905,Balogun-Chukwu,2025-09-05,2025-10-10,35,JIMX42033213808421,"84189 Joseph Squares Apt. 302
West Estherton, WA 82851",4569490.06,21395120096,0
RC821163,Okafor PLC,2019-10-31,2022-12-22,1148,RERZ82160043459393,"Unit 9925 Box 0678
DPO AE 67033",3031855.55,07189190821,0
RC345568,Adeyemi-Oyekan,2022-10-19,2023-01-16,89,UCUM14950333806195,"4262 Adetokunbo Mountains
Port Patienceburgh, AR 90420",2120502.51,54625272602,0
RC533724,Nnamani LLC,2020-06-01,2023-02-19,993,EPSF73523191738817,"832 Hope Knoll Apt. 356
Adeyemibury, AZ 89152",981674.01,09598368122,0
RC593713,Eze-Ekwueme,2023-12-14,2024-01-04,21,OSJA48771163465734,"370 David Square Apt. 387
Lake Graceborough, DC 87023",493032.76,90994435684,0
RC528135,"Ekwueme, Obi and Obi",2019-02-15,2023-03-04,1478,FPHR11132247711810,"307 Ogunleye Port
Simonfurt, KY 42006",2771891.12,97757443001,0
RC570220,Chukwu Group,2023-09-07,2024-07-19,316,EMWN96950224171899,"USNV Abiola
FPO AA 58399",2540540.91,44917706604,0
RC489425,Adeyemi-Ogunleye,2025-12-17,2026-02-14,59,PWVA10671031272627,"USNS Ibrahim
FPO AP 03210",1907226.73,13697102036,0
RC926074,"Olawale, Oyekan and Chukwu",2022-09-08,2026-01-15,1225,KKYL20993713043413,"5245 Ibrahim Park
Benjaminside, MS 26447",4975419.05,91619030272,0
RC847550,Ekwueme-Nnamani,2016-09-05,2017-08-22,351,WLQF92071146781395,"7390 Eze Drives
Juliethaven, MT 32719",180855.66,30862766903,0
RC786742,Adeyemi-Obasanjo,2025-01-19,2025-02-22,34,YCRQ46786889203285,"77769 Ogunleye Coves Apt. 757
Angelaside, NY 76858",757045.01,84939939256,0
RC200916,"Ojo, Ogunleye and Obi",2018-07-23,2023-03-10,1691,LZGZ06917298738086,"08609 Oyekan Falls
Julietland, OH 09012",4581965.63,32345908860,0
RC334281,Adetokunbo Inc,2017-02-28,2023-11-02,2438,OYFR28236069102679,"568 Patience Lodge
South Andrew, MI 39309",611837.5,57813409556,0
RC843179,Chukwu-Olawale,2018-08-19,2024-02-18,2009,LYDW16905803204664,"66912 Ibrahim Tunnel
West Juliet, VA 04010",2930516.85,04443669964,0
RC382494,Abiola-Balogun,2025-05-25,2026-02-14,265,HQPR49946619278088,"Unit 7010 Box 2107
DPO AE 33543",3674474.52,91429493812,0
RC949860,"Chukwu, Nnamani and Eze",2022-03-12,2022-11-06,239,LZCX01952206773733,"423 Adeyemi Lane Suite 347
North Sarahhaven, AK 93462",1283629.64,16082503583,0
RC144434,"Adeyemi, Balogun and Abiola",2021-10-05,2024-12-04,1156,AHMS26400104207210,"3606 Eze Estate
Lake James, MO 15946",2313346.09,00849015143,0
RC156415,"Oyekan, Abiola and Oshodi",2020-09-13,2024-02-20,1255,RADT40218000172186,"035 Balogun Unions
West David, TN 34612",1595606.84,76323590412,0
RC399487,Obi-Adeyemi,2018-06-10,2025-07-04,2581,YTLY61542498036836,"76197 Nathaniel Locks
Ekwuemechester, TN 84661",3191577.7,01927856304,0
RC503580,Olawale-Adetokunbo,2017-06-29,2024-12-07,2718,VUKQ07184200270244,"8380 Uche Ramp
Michaelborough, KY 09178",2254719.37,82791712175,0
RC331901,Akinwale PLC,2024-08-28,2024-12-04,98,AFFG85611486918543,"8994 Obi Brook Suite 008
Joshuatown, CT 05411",4162018.87,08482891986,0
RC356559,Uche Ltd,2024-01-26,2025-05-29,489,BVLL08359848298106,"682 Ruth Cove Suite 925
Gabrielport, IN 04036",4791742.69,74519858459,0
RC147597,Adetokunbo-Chukwu,2022-08-12,2026-02-03,1271,BHEZ43302793441683,"676 Daniel Corner Apt. 936
Ruthbury, GU 67875",91245.59,30109608010,0
RC201927,Olawale-Adeyemi,2021-09-23,2023-01-14,478,MLOQ56007131925254,"324 Joshua Island Apt. 777
Port Paul, FL 41723",2319387.63,96079252185,0
RC659549,Okafor-Ogunleye,2023-04-17,2025-11-16,944,FMXQ27065293764411,"4917 Okafor Ferry
Juliettown, MI 65800",4251214.35,34098388498,0
RC948423,Uche-Olawale,2018-05-12,2023-11-25,2023,WSVO31302868310874,"23809 Comfort Radial Apt. 610
Okonkwohaven, FL 94387",3738200.29,14548196711,0
RC310576,Adeyemi Inc,2019-10-04,2022-01-22,841,APRV49513404264874,"2248 Cornelius Islands Suite 656
East Emmanuelborough, WI 61527",3018884.32,32787674995,0
RC869195,"Uche, Okonkwo and Olawale",2024-04-14,2025-12-30,625,OQQW92384617439532,"Unit 5938 Box 0839
DPO AE 78200",4384252.09,29004981064,0
RC502612,Ojo Ltd,2019-03-23,2019-07-17,116,HENJ71897010047875,"963 Ibrahim Center
West Agnes, PW 10446",2215789.34,73109520605,0
RC100906,Eze-Ojo,2017-12-17,2021-11-06,1420,VKQX83648949424381,"6702 Ruth Keys Suite 413
South Agnesberg, NH 97306",1181224.48,97138503772,0
RC924467,Obi-Ogunleye,2021-10-23,2022-09-18,330,XYUK73439585704966,"29023 Samuel Turnpike
Port Corneliusmouth, LA 12196",659225.66,27835758657,0
RC527094,Chukwu Inc,2018-07-05,2024-06-18,2175,LKQH67438203363927,"PSC 7549, Box 3628
APO AP 48558",3285613.24,16027899329,0
RC250223,Ekwueme Group,2018-09-13,2023-09-18,1831,RLHV42359924381448,"392 Akinwale Tunnel Apt. 390
Victoriaberg, OH 31554",895895.23,15500756393,0
RC559209,Ibrahim Ltd,2021-11-01,2021-12-22,51,KUII35222910075021,"871 Sarah Green Apt. 919
Oyekanberg, VI 45487",360307.7,06950971896,0
RC769616,Abiola-Oshodi,2018-07-30,2022-11-26,1580,CZHT33168796673024,"92704 Oshodi Meadows
Lake Benjamin, NM 19065",3985905.7,04000376337,0
RC531183,Ojo-Olawale,2022-01-05,2024-03-27,812,OOMM98367557777843,"PSC 1728, Box 1939
APO AA 82965",378777.76,94305262234,0
RC267442,"Abiola, Oyekan and Obasanjo",2020-06-30,2020-09-25,87,PWIZ65389256439440,"656 Sarah Meadow
Lake Joshuamouth, PR 84419",1004681.56,65672201189,0
RC308446,"Nnamani, Oshodi and Okonkwo",2016-11-07,2022-05-23,2023,FSML38259866866252,"4145 Andrew Freeway Apt. 136
Lake Mary, CA 81493",2209321.38,64087669536,0
RC692799,Oshodi-Ibrahim,2023-06-04,2023-10-07,125,IAWL39023672741304,"819 Daniel Center
Oyekanton, NM 31686",2897407.83,62093542297,0
RC527308,Olawale-Adetokunbo,2018-04-03,2024-07-11,2291,BQPP73047790517920,"189 Charity Port Suite 991
Adeyemiville, CT 39907",698611.03,22538537767,0
RC756107,Eze and Sons,2022-12-13,2023-05-20,158,EZPE14260927052879,"9103 Eze Port Suite 922
Andrewland, NC 31239",2847746.74,07049666772,0
RC615731,Oyekan Ltd,2022-08-08,2025-09-02,1121,ZGOM26275686814776,"PSC 0430, Box 5417
APO AP 27595",500193.89,71448627388,0
RC907872,Ekwueme-Ogunleye,2018-12-05,2023-05-22,1629,IMYB07502459558039,"5728 Obi Course Apt. 818
Ezemouth, WV 92332",2052640.76,09418109988,0
RC672904,Adetokunbo PLC,2020-06-05,2025-03-13,1742,ELEL61495800236290,"4609 Comfort Motorway Apt. 215
Nnamanifort, ID 96288",3845241.61,58430811318,0
RC149379,Akinwale-Nnamani,2019-08-07,2025-10-20,2266,MSUI88878013925665,"0617 Uche Harbor
Nnamaniside, ND 60028",1249842.52,81362936825,0
RC208801,Nnamani-Akinwale,2022-06-18,2022-11-22,157,KXKJ24253266647409,"5684 Olawale Turnpike
Port Andrewchester, DC 65078",2559187.15,89203890969,0
RC561020,Chukwu Ltd,2018-08-11,2021-01-10,883,QHLX58334833517054,"874 Chukwu Center
South John, UT 74749",1065025.03,74368151682,0
RC864800,"Okafor, Obasanjo and Olawale",2024-12-20,2025-01-11,22,LJNB40572747035189,"USNS Adetokunbo
FPO AP 32075",1674321.06,68683672243,0
RC446990,Abiola Inc,2020-08-03,2026-02-24,2031,ZSTK86023280344923,"926 Esther Cape Suite 582
Ucheview, NV 66430",4180757.17,91139168022,0
RC644581,"Obi, Uche and Obi",2025-12-04,2025-12-28,24,AKXB47198498392815,"82915 Obi Brook
North Nathanielmouth, IA 88805",1280250.22,74835150267,0
RC990184,Nnamani Group,2019-07-08,2025-05-19,2142,IUMK68569027186763,"PSC 6796, Box 1665
APO AA 69398",3867851.17,17512964593,0
RC422614,"Ogunleye, Oyekan and Okonkwo",2021-09-03,2026-05-03,1703,GUWD31968911512395,"555 Oshodi Station Apt. 832
Deborahborough, SD 69792",4189767.42,74527914121,0
RC121189,Adetokunbo-Balogun,2020-11-12,2021-12-08,391,VCPY63681716669389,"3142 Abiola Ports
Ibrahimfort, CT 53277",4783560.14,30790620702,0
RC227168,"Oshodi, Okafor and Obasanjo",2026-03-19,2026-03-23,4,RZSL19770951499306,"Unit 5929 Box 5018
DPO AE 70461",3933260.35,41214751704,0
RC430318,"Ojo, Adetokunbo and Oshodi",2020-08-24,2025-11-26,1920,GXKG57771641585832,"USNS Eze
FPO AP 52380",4363985.44,75527333185,0
RC315790,Ibrahim-Chukwu,2022-05-08,2024-07-21,805,ZZHC48060167955620,"526 Paul Centers Suite 759
North Gabriel, WV 40696",3175074.63,58650484262,0
RC100838,"Ekwueme, Balogun and Adetokunbo",2022-06-03,2022-10-01,120,MVMQ53049058815427,"99882 Chukwu Club
South Davidburgh, VT 07941",177938.1,06264835486,0
RC834045,Chukwu-Okonkwo,2021-01-15,2025-04-18,1554,VVPP63639403757105,"1152 Uche Gateway Apt. 123
Elizabethside, MI 47060",4902308.97,91921723092,0
RC962378,Adeyemi and Sons,2017-05-06,2018-02-12,282,ZXGO35821675525792,"5102 Ogunleye Club
South Gracemouth, VT 11006",2693237.21,86377859982,0
RC124122,Chukwu-Adetokunbo,2023-06-14,2024-04-22,313,LLZZ46574708733477,"57915 Sarah Divide Suite 580
Port Jamestown, SD 24803",1345536.69,79834642368,0
RC628598,"Adeyemi, Oshodi and Olawale",2017-03-01,2025-08-20,3094,LOKG63912037278505,"7572 Daniel Locks
Balogunport, MN 72482",4382190.86,82249530136,0
RC302899,Akinwale and Sons,2020-11-16,2022-04-21,521,GCBY31034026175134,"53776 Oyekan Streets Suite 900
East Gloria, MO 73193",757964.57,94234545420,0
RC737449,Oshodi PLC,2020-09-15,2020-11-14,60,TQKJ10932172508536,"900 Ibrahim Ports Suite 976
East Jamesshire, IN 94550",4840268.7,99521362432,0
RC683995,"Adetokunbo, Obi and Ogunleye",2018-04-16,2023-12-10,2064,GIPY08998069965924,"18213 Gabriel Parkways
North Joseph, MT 59860",1113254.28,61050531592,0
RC812114,"Obi, Oshodi and Ogunleye",2016-10-31,2019-05-03,914,ABTU30297871516210,"8751 Juliet Curve Apt. 711
West Deborahmouth, WV 66281",1961496.16,06724515374,0
RC282308,Nnamani LLC,2024-12-02,2026-02-02,427,ORVE55997046922056,"PSC 7355, Box 5107
APO AE 42977",4101673.44,91917024726,0
RC409631,Nnamani-Obi,2020-07-04,2021-03-06,245,MRRG01386811657173,"44987 Olawale Locks Apt. 595
New Comfortburgh, MA 12094",1102452.12,77180900118,0
RC896934,Obasanjo and Sons,2021-10-28,2023-12-09,772,UMTG96520165502401,"91221 David Fall
Ojotown, AK 53750",3000088.4,24284261182,0
RC840549,Adetokunbo-Eze,2021-11-21,2022-05-11,171,YWZX26158451161019,"30671 Simon Viaduct
Gabrielmouth, NY 91504",2710459.54,73004637359,0
RC208631,Ekwueme-Ibrahim,2018-04-10,2023-09-16,1985,KCUU44166224730946,"303 Ojo Run Suite 147
Stephenside, WA 93865",1973288.47,19050618285,0
RC348943,"Adeyemi, Olawale and Adetokunbo",2019-12-13,2024-06-21,1652,LYEA17424731120869,"6114 Sarah Roads
Akinwaleburgh, IN 06503",381905.24,48354322240,0
RC228085,Adetokunbo-Uche,2020-02-19,2024-01-31,1442,TVDU26389919309726,"9066 Stephen Avenue
South Charityhaven, AZ 12334",148052.94,24236599439,0
RC570754,Ogunleye PLC,2020-12-29,2022-08-11,590,VWAQ91823271967614,"PSC 0088, Box 4634
APO AA 96309",4822847.81,27905757033,0
RC939650,Ekwueme PLC,2020-05-11,2023-07-12,1157,SGHK90323716098601,"16878 Adeyemi Bridge Apt. 326
East Faith, MP 47940",3018350.75,21340852139,0
RC786855,Olawale-Nnamani,2022-09-26,2025-07-08,1016,FJQM71123143834740,"USNS Oshodi
FPO AE 73442",4886541.68,64519146267,0
RC387952,"Oshodi, Obi and Ogunleye",2025-04-17,2026-05-06,384,FLFQ04797951551704,"22083 Michael Inlet Suite 188
Gabrielfort, OK 60335",2846787.6,61103562007,0
RC128756,Okonkwo-Ogunleye,2022-03-29,2023-08-11,500,XQWQ00584487400227,"461 Adeyemi Stravenue
Comfortberg, AZ 56062",408873.86,58306980620,0
RC813776,Ogunleye-Adeyemi,2023-04-25,2025-12-11,961,EOSG03766898880903,"21884 Nathaniel Isle Suite 308
South Esther, MS 52298",3521485.1,89629081767,0
RC928275,Uche-Abiola,2020-05-14,2023-12-14,1309,ZWGH34478944002204,"542 Chukwu Estate
New Blessing, HI 35497",1293553.97,47943768096,0
RC958011,"Ibrahim, Adetokunbo and Eze",2019-03-02,2020-02-08,343,DBKM03126863420300,"49351 Obasanjo Bridge
West Mark, ME 26635",3899781.71,16886071136,0
RC611419,Chukwu Inc,2023-09-03,2024-01-27,146,VHIB75956981401195,"56496 Oyekan Creek Suite 104
South Stephenmouth, SC 30096",1137594.01,39597310064,0
RC642987,Nnamani PLC,2023-08-04,2025-01-30,545,NBDQ86325645632471,"35943 Elizabeth Landing Suite 728
South Emmanuelfort, OR 22566",1002810.83,80524553327,0
RC636786,"Oshodi, Olawale and Uche",2021-09-25,2024-02-06,864,UVWW58642425678160,"287 Mary Trafficway Apt. 510
Maryville, WI 02010",3990641.25,50704074640,0
RC721805,"Adetokunbo, Oyekan and Balogun",2017-09-14,2020-04-24,953,IGUP74472495569030,"34848 Gabriel Summit
South Elizabethville, PA 12695",2103089.6,11361150530,0
RC292312,"Uche, Okafor and Nnamani",2019-10-01,2023-03-11,1257,EEJQ81390903777073,"Unit 6661 Box 5029
DPO AE 98555",4048119.18,06410233565,0
RC760650,Olawale PLC,2016-09-17,2022-07-10,2122,EKLM63245172424949,"17120 Blessing Isle
Marymouth, HI 56207",1554459.32,00229544210,0
RC284112,Ekwueme-Uche,2022-09-16,2024-10-28,773,WTSM89808640278532,"2807 Uche Drive Apt. 714
South Comfortburgh, MN 75647",3531587.52,40794572175,0
RC866951,Balogun and Sons,2017-12-30,2019-10-11,650,CHQS21112493546773,"95014 Adeyemi Ramp Apt. 017
North Jamesport, WV 27501",4510961.6,85465290081,0
RC441859,Uche PLC,2019-02-25,2022-09-20,1303,KOFI50143033136809,"29128 Elizabeth Squares Suite 190
Lake Mary, TN 50350",4460487.74,08366631606,0
RC124457,Adeyemi-Okafor,2019-08-18,2024-12-08,1939,SZZF60311662646854,"644 Elizabeth Flats Suite 099
North Hope, AR 04340",2299786.54,19907418157,0
RC143531,Abiola-Balogun,2019-03-22,2021-12-30,1014,KKEP31132705629600,"82503 Ojo Route
New Simonton, HI 31187",1875264.5,34048654023,0
RC728469,"Obi, Olawale and Okafor",2023-02-21,2023-08-25,185,XJTR17336063199542,"47239 Ibrahim Bridge
Davidshire, NE 39603",3691113.03,59180359082,0
RC235340,Adetokunbo LLC,2024-08-28,2025-05-11,256,DBFA10725732755033,"8015 Olawale Island Apt. 905
Obasanjohaven, WA 64782",4656115.01,95693397241,0
RC151791,Balogun Inc,2025-08-14,2025-11-24,102,KYCG86281000198248,"063 Obasanjo Wells Suite 945
South Elizabethport, SD 02005",730880.78,76591127757,0
RC775936,"Olawale, Ogunleye and Ojo",2017-08-29,2023-12-02,2286,UNQS94113482777324,"041 Joseph Street Apt. 612
New Josephstad, WI 82555",597953.84,36722244667,0
RC214495,Eze-Ekwueme,2022-02-27,2023-07-14,502,RNSZ46541382239148,"9167 Balogun Springs
West Deborahhaven, VA 39525",330043.72,44234109292,0
RC173070,Ibrahim-Nnamani,2023-01-25,2024-07-07,529,VIIG79052476442266,"2383 James Corner
Akinwalemouth, OK 45860",4675336.21,15559123581,0
RC342450,Ekwueme-Oshodi,2016-09-01,2017-06-04,276,CFCT87432921156011,"4501 Stephen Throughway Suite 042
Port Michaelville, ME 57430",4711344.42,49955015189,0
RC316499,Adeyemi LLC,2023-02-19,2025-02-10,722,TZLX32311119901311,"827 Grace Coves
Davidbury, MP 17548",1318234.77,71159339359,0
RC836774,"Adetokunbo, Abiola and Chukwu",2018-11-27,2018-12-20,23,LMDU41762909832400,"09845 Adetokunbo Lodge Suite 697
Oyekanborough, KY 14029",4957525.28,67360711636,0
RC812695,Abiola-Ojo,2016-12-08,2023-02-06,2251,TOHH16981225221238,"4193 Obi Glen Suite 496
New Ruth, ID 73512",2537608.23,52867629186,0
RC500065,Uche-Olawale,2022-06-21,2023-05-14,327,LPUR24268735599748,"15867 Joseph Drive Suite 214
South Markmouth, CA 30172",3077343.73,29999735291,0
RC639256,Balogun-Balogun,2022-07-09,2024-06-10,702,HTWA82276519938403,"172 Faith Plaza
New Jamesstad, ID 74644",2381712.12,93641777449,0
RC221212,Ibrahim PLC,2019-07-30,2020-01-28,182,SUYX67703282307346,"Unit 6282 Box 2616
DPO AE 24643",3033236.69,56903681026,0
RC341550,Adeyemi Inc,2020-03-18,2022-01-31,684,MOEZ49077388763677,"3608 Okafor Rapids
South Joshuaville, KS 23066",155524.77,01424540343,0
RC331169,"Oyekan, Akinwale and Chukwu",2018-08-17,2022-05-22,1374,TQHU06429115009389,"92838 Obasanjo Street
Johnside, AR 92364",3377511.77,13761776660,0
RC951402,Obi LLC,2017-01-07,2021-11-21,1779,STWI63220094570168,"3551 Hope Ramp
Adeyemishire, AL 25349",4652042.77,66031243678,0
RC898192,"Adetokunbo, Abiola and Adetokunbo",2020-03-29,2024-01-05,1377,DSYT45953826834319,"05869 Samuel Branch
Chukwuside, CT 65430",3066516.02,54782253111,0
RC161245,Obi Group,2018-06-27,2025-04-16,2485,ZCUY36934641609210,"0438 Grace Mill
Peacehaven, VT 24975",993972.54,69934389772,0
RC760497,Abiola LLC,2018-11-18,2021-10-17,1064,ACZH68760607027401,"8052 Oyekan Avenue Apt. 564
Okonkwoport, MS 65239",1235028.91,94874291291,0
RC383207,Obasanjo Group,2021-02-22,2024-02-14,1087,NTTQ34361814075900,"13940 Ibrahim Trail
West Hope, NC 22814",290892.48,32392363261,0
RC642983,Obasanjo Inc,2021-12-27,2024-12-12,1081,AVEN07168217091726,"85260 Michael Knoll
Lake Ruthmouth, IN 12284",3639746.31,29462632440,0
RC100576,Ogunleye Ltd,2024-06-19,2026-02-09,600,POXL03130321349986,"2738 Abiola Pike
New Faithbury, PW 02747",2753958.86,84501643942,0
RC570780,"Chukwu, Obasanjo and Oyekan",2022-01-31,2024-09-28,971,DDBY88207382086221,"648 Obasanjo Grove
Obasanjoborough, SD 46027",4716442.68,11580284045,0
RC194708,"Ibrahim, Ibrahim and Ojo",2016-06-23,2019-10-18,1212,GCJO07566691943342,"3338 Patience Ranch Suite 172
North Elizabeth, OH 29355",191342.46,36133187653,0
RC729036,Okafor-Okonkwo,2021-11-20,2022-04-02,133,TZEX33322195886247,"759 Obi Skyway Apt. 061
Johnmouth, MN 32270",1548482.13,35850778562,0
RC660990,Olawale Inc,2018-09-15,2022-08-11,1426,AKTN64358356645702,"13830 Hope Springs Suite 276
Ibrahimton, WA 15536",4848847.09,28192029338,0
